,Item Number,Weight,Season,Sourced From,Made In,Lifestage,Breed Size,Food Form,Special Diet,name,Ingredients,Reccomendation Rate,Rating,Review Count,Shop Conscious,Packaging Type,Food Texture,Dimensions,Test Type,Administration Form,Product Form,Drug Type,Dog Breed,Grooming Feature,Health Condition,NASC Certified,Age Requirement,Restricted Availability,Toy Feature,Toy Flavor,Material,Farm Animal Type
52087,52087,4 pounds,N/A,Various,United States,Puppy,"Extra Small Breeds, Small Breeds",Dry Food,"No Corn No Wheat No Soy, With Grain, Natural","Wellness Small Breed Complete Health Puppy Turkey, Oatmeal & Salmon Meal Recipe Dry Dog Food, 4-lb bag","Deboned Turkey, Chicken Meal, Oatmeal, Salmon Meal, Barley, Ground Brown Rice, Oats, Chicken Fat (preserved with Mixed Tocopherols), Tomato Pomace, Menhaden Fish Meal, Tomatoes, Pea Fiber, Salmon Oil, Natural Chicken Flavor, Carrots, Spinach, Potassium Chloride, Ground Flaxseed, Salt, Sweet Potatoes, Blueberries, Apples, Choline Chloride, Mixed Tocopherols added to preserve freshness, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate, Chicory Root Extract, Yucca Schidigera Extract, Taurine, Zinc Proteinate, Zinc Sulfate, Calcium Carbonate, Niacin, Ferrous Sulfate, Iron Proteinate, Vitamin A Supplement, Ascorbic Acid (Vitamin C), Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.
This is a naturally preserved product.",89.0,4.4,188.0,,,,,,,,,,,,,,,,,,
185989,185989,4 pounds,N/A,N/A,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Food Topping,"Grain-Free, No Corn No Wheat No Soy, Non-GMO",I and Love and You Baked and Saucy Beef and Sweet Potatoes Dry Dog Food,"Beef, Chicken Meal, Turkey Meal, Pea Flour, Tapioca Starch, Chicken Fat (Preserved With Mixed Tocopherols), Dried Sweet Potatoes, Dried Egg Product, Chicken Broth, Flaxseeds, Dried Tomato Pomace, Dried Peas, Ground Miscanthus Grass, Natural Flavor, Salt, Sodium Carboxymethylcellulose, Potassium Chloride, Monosodium Phosphate, Fish Oil, Dried Chicory Root, L-Threonine, Taurine, Citric Acid (Preservative), Mixed Tocopherols (Preservative), Vitamin E Supplement, Ferrous Sulfate, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Oxide, Copper Sulfate, Sodium Selenite, Niacin Supplement, D-Calcium Pantothenate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Riboflavin Supplement, Vitamin A Supplement, Manganous Oxide, Thiamine Mononitrate, Dried Bacillus Coagulans Fermentation Product, Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Calcium Iodate, Folic Acid, Rosemary Extract.",81.0,4.3,27.0,Non-GMO,,,,,,,,,,,,,,,,,
200589,200589,22 pounds,N/A,N/A,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"No Corn No Wheat No Soy, Gluten Free, Grain-Free",Merrick Grain-Free Dry Dog Food Real Lamb & Sweet Potato Recipe,"Deboned Lamb, Chicken Meal, Turkey Meal, Sweet Potatoes, Potatoes, 
Peas, Chicken Fat, Natural Flavor, Whitefish Meal, Flaxseed, Dried Yeast, 
Potassium Chloride, Salt, Choline Chloride, Apples, Blueberries, Salmon 
Oil, Minerals (Zinc Amino Acid Complex, Iron Amino Acid Complex, 
Sodium Selenite, Manganese Amino Acid Complex, Copper Amino Acid 
Complex, Calcium Iodate), DL-Methionine, Taurine, Vitamins (Vitamin E 
Supplement, Vitamin B12 Supplement, Vitamin A Supplement, Niacin, 
Thiamine Mononitrate, Riboflavin Supplement, d-Calcium Pantothenate, 
Folic Acid, Menadione Sodium Bisulfite Complex, Biotin, Pyridoxine 
Hydrochloride, Vitamin D3 Supplement), Mixed Tocopherols for freshness. 
2C38486",92.0,4.5,157.0,Natural,,,,,,,,,,,,,,,,,
632782,632782,,,,,Adult,"Medium Breeds, All Breeds, Large Breeds, Small Breeds",Dry Food,"Limited Ingredient Diet, With Grain, Premium",Bundle: CANIDAE PURE with Wholesome Grains Real Angus Beef & Barley Recipe + Real Salmon & Barley Recipe Dry Dog Food,,100.0,4.0,4.0,,,,,,,,,,,,,,,,,,
819478,819478,3.5 pounds,,United States,United States,Adult,All Breeds,Dry Food,,Hill's Science Diet Perfect Weight & Joint Support Chicken Flavored Adult Dry Dog Food,"Chicken, Brown Rice, Chicken Meal, Corn Gluten Meal, Powdered Cellulose, Pea Fiber, Brewers Rice, Whole Grain Corn, Dried Tomato Pomace, Soybean Meal, Carrots, Soybean Oil, Hydrolyzed Chicken Flavor, Coconut Oil, Fish Oil, Flaxseed, Lactic Acid, Pork Liver Flavor, L-Lysine, Potassium Chloride, Iodized Salt, DL-Methionine, Choline Chloride, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Taurine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Calcium Carbonate, Mixed Tocopherols for freshness, Natural Flavors, L-Carnitine, Beta-Carotene.",100.0,5.0,3.0,,,,,,,,,,,,,,,,,,
252623,252623,5 pounds,N/A,,,Senior,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"No Corn No Wheat No Soy, High-Protein, With Grain",Dr. Tim's Kinesis Senior Dog Formula Dry Food,"Chicken Meal, Brown Rice, Pearled Barley, Whole Oat Groats, Chicken Fat (Preserved With Mixed Tocopherols), Dried Plain Beet Pulp (Sugar Removed), Dried Egg Product, Rice Bran, Ocean Herring Meal, Catfish Meal, Ground Whole Flaxseed Meal, Salmon Meal, Coconut Oil, Menhaden Fish Oil (Preserved With Mixed Tocopherols), Dried Chicken Liver Meal, Dried Porcine Plasma, Salt, Lecithin (Sunflower Derived), Potassium Chloride, Dl-Methionine, L-Lysine, Dried Bacillus Coagulans Fermentation Product, Dried Kelp, Dried Chicory Root (Source Of Inulin), Psyllium Husks, Yucca Schidigera Extract, Choline Chloride, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Glucosamine, Chondroitin, Algae Fat Extract, Vitamin E Supplement, L-Carnitine, Taurine, Zinc Sulfate, Zinc Proteinate, Beta Carotene, Ferrous Sulfate, Manganese Sulfate, Inositol, Niacin Supplement (Source Of Vitamin B3), Iron Proteinate, Manganese Proteinate, Zinc Oxide, Biotin, Thiamine Mononitrate (Source Of Vitamin B1), Copper Sulfate, Pyridoxine Hydrochloride (Source Of Vitamin B6), Copper Proteinate, Vitamin A Supplement, Riboflavin Supplement (Source Of Vitamin B2), Calcium Pantothenate, Potassium Iodide (Source Of Iodine), Manganous Oxide, Vitamin B12 Supplement, Selenium Selenite, Vitamin D3 Supplement, Folic Acid",88.0,3.9,17.0,,,,,,,,,,,,,,,,,,
711278,711278,28.25 pounds,,"United States, Various",United States,Adult,Large Breeds,Dry Food,"Natural, High-Protein","Blue Buffalo Wilderness Red Meat Bison Large Breed Adult Dry Dog Food, 28-lb bag","Deboned Bison, Beef Meal, Salmon Meal (Source Of Omega 3 Fatty Acids), Oatmeal, Barley, Brown Rice, Potatoes, Dried Tomato Pomace, Natural Flavor, Chicken Fat (Preserved With Mixed Tocopherols), Potato Protein, Flaxseed (Source Of Omega 6 Fatty Acids), Fish Meal, Chicken Meal, Fish Oil (Source Of Epa-Eicosapentaenoic Acid), Potassium Chloride, Direct Dehydrated Alfalfa Pellets, Dried Chicory Root, Alfalfa Nutrient Concentrate, Calcium Carbonate, Choline Chloride, Taurine, Dl-Methionine, Salt, Preserved With Mixed Tocopherols, Vitamin E Supplement, Sweet Potatoes, Carrots, Glucosamine Hydrochloride, Chondroitin Sulfate, L-Carnitine, Zinc Amino Acid Chelate, Zinc Sulfate, Vegetable Juice For Color, Ferrous Sulfate, Iron Amino Acid Chelate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), L-Lysine, Copper Sulfate, Biotin (Vitamin B7), Vitamin A Supplement, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Dried Yeast, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Folic Acid (Vitamin B9), Sodium Selenite, Oil Of Rosemary",33.0,4.0,3.0,,,,,,,,,,,,,,,,,,
156836,156836,3.5 pounds,N/A,Various,N/A,Puppy,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Sensitive Digestion, With Grain",Pedigree Puppy Growth & Protection Grilled Steak & Vegetable Flavor Dry Dog Food,"Ground Whole Grain Corn, Chicken By-Product Meal, Ground Whole Grain Wheat, Soybean Meal, Meat and Bone Meal, Animal Fat (Source of Omega 6 Fatty Acids [Preserved with BHA and Citric Acid]), Brewers Rice, Natural Flavor, Corn Gluten Meal, Salt, Monocalcium Phosphate, Fish Oil ([Source of DHA] Preserved with Mixed Tocopherols), Brewers Dried Yeast, Potassium Chloride, Calcium Carbonate, Choline Chloride, DL-Methionine, Dried Peas, Zinc Sulfate, Natural Grilled Steak Flavor, L-Tryptophan, Vitamin E Supplement, Red 40, Yellow 6, Dried Carrots, Blue 2, Yellow 5, Copper Sulfate, Niacin Supplement, Sodium Selenite, Potassium Iodide, D-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement (Vitamin B2), Vitamin B12 Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin D3 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid.",90.0,4.0,77.0,,,,,,,,,,,,,,,,,,
118050,118050,4 pounds,,,,Adult,"Large Breeds, Giant Breeds",Dry Food,"High-Protein, With Grain",Artemis Fresh Mix Medium/Large All Life Stages Dry Dog Food,"Chicken, Chicken Meal, Turkey, Barley, Brown Rice, Oatmeal, Millet, Peas, Pea Flour, Egg Product, Chicken Fat (Preserved with Mixed Tocopherols), Tomato Pomace, Duck, Salmon, Flaxseed, Natural Flavor, Fish Meal, Salmon Oil (Source of DHA), Choline Chloride, Dried Chicory Root, Kelp, Carrots, Apples, Tomatoes, Blueberries, Spinach, Cranberries, Rosemary Extract, Parsley Flake, Green Tea Extract, Barley Grass Extract, L-Carnitine, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product ,Dried Lactobacillus Reuteri Fermentation Product, Vitamin E Supplement, Iron Proteinate, Zinc Proteinate, Copper Proteinate, Ferrous Sulfate, Zinc Sulfate, Copper Sulfate, Potassium Iodide, Thiamine Mononitrate, Manganese Proteinate, Manganous Oxide, Ascorbic Acid, Vitamin A Supplement, Biotin, Calcium Pantothenate, Manganese Sulfate, Sodium Selenite, Pyridoxine Hydrochloride (Vitamin B6), Vitamin B12 Supplement, Riboflavin, Vitamin D Supplement, Folic Acid.",83.0,4.7,6.0,,,,,,,,,,,,,,,,,,
721950,721950,10 pounds,,United States,United States,Adult,Small Breeds,"Dry Food, Pellets","Grain-Free, Non-GMO, No Corn No Wheat No Soy",Halo Holistic Complete Digestive Health Grain-Free Chicken & Sweet Potato Dog Food Recipe Small Breed Dry Dog Food,"Deboned Chicken, Sweet Potatoes, Potatoes, Chickpeas, Brewers Dried Yeast, Lentils, Pork, Chicken Fat (Preserved with Mixed Tocopherols), Whole Flaxseed, Carrots, Apples, Natural Flavor, Peas, Yeast Culture, Potassium Chloride, Salt, Tapioca, Vitamins, Taurine, Inulin, Minerals, Dried Bacillus coagulans Fermentation Product, Choline Chloride, Mixed Tocopherols (Preservative), Rosemary Extract, Dried Whey.",93.0,4.7,27.0,,,,,,,,,,,,,,,,,,
63354,63354,30 pounds,N/A,Various,Various,Adult,"Large Breeds, Giant Breeds",Dry Food,"Sensitive Digestion, With Grain","Royal Canin Canine Care Nutrition Large Digestive Care Dry Dog Food, 30-lb bag","Chicken By-Product Meal, Brewers Rice, Brown Rice, Corn Gluten Meal, Chicken Fat, Natural Flavors, Brewers Rice Flour, Dried Plain Beet Pulp, Fish Oil, Wheat Gluten, Pea Fiber, Sodium Silico Aluminate, Vegetable Oil, Potassium Chloride, Calcium Carbonate, Salt, Psyllium Seed Husk, Hydrolyzed Yeast, Choline Chloride, Taurine, L-Lysine, Glucosamine Hydrochloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Biotin, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Niacin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement], Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Chondroitin Sulfate, L-Carnitine, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.",93.0,4.6,150.0,,,,,,,,,,,,,,,,,,
52076,52076,4 pounds,N/A,Various,N/A,Adult,"Extra Small Breeds, Small Breeds",Dry Food,"Non-GMO, Molasses-Free, Natural, No Corn No Wheat No Soy, Pea-Free, High-Protein","Nutro Ultra Toy Breed Adult Dry Dog Food, 4-lb bag","New: Chicken, Chicken Meal (source of glucosamine and chondroitin), Whole Grain Sorghum, Whole Grain Oats, Whole Grain Brown Rice, Chicken Fat (preserved with Mixed Tocopherols), Brewers Rice, Lamb Meal, Salmon Meal, Whole Grain Barley, Dried Plain Beet Pulp, Natural Flavor, Whole Flaxseed, Potassium Chloride, Choline Chloride, Citric Acid (preservative), Mixed Tocopherols (preservative), Whole Chia Seed, Dried Coconut, Dried Egg Product, Tomato Pomace, Dried Kale, Dried Pumpkin, Dried Spinach, Dried Blueberries, Dried Apples, Dried Carrots, DL-Methionine, Salt, Ferrous Sulfate, Zinc Oxide, Vitamin E Supplement, Sodium Selenite, Manganese Sulfate, Copper Sulfate, Ascorbic Acid (Vitamin C), D-Calcium Pantothenate, Biotin, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Vitamin A Supplement, Niacin Supplement, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin D3 Supplement, Manganous Oxide, Potassium Iodide, Folic Acid, Rosemary Extract.",95.0,4.7,128.0,"Non-GMO, Natural",,,,,,,,,,,,,,,,,
75324,75324,10.5 pounds,N/A,Various,United States,Adult,"Small Breeds, Extra Small Breeds",Dry Food,"Sensitive Digestion, Limited Ingredient Diet, Grain-Free, Gluten Free, No Corn No Wheat No Soy, Chicken-Free","Wellness Simple Limited Ingredient Diet Grain-Free Small Breed Salmon & Potato Formula Dry Dog Food, 10.5-lb bag","Salmon, Salmon Meal, Peas, Potatoes, Canola Oil (preserved with Mixed Tocopherols), Dried Ground Potatoes, Tomato Pomace, Ground Flaxseed, Natural Fish Flavor, Chicory Root Extract, Vitamin E Supplement, Choline Chloride, Taurine, Mixed Tocopherols added to preserve freshness, Zinc Proteinate, Zinc Sulfate, Calcium Carbonate, Niacin, Ferrous Sulfate, Iron Proteinate, Beta-Carotene, Glucosamine Hydrochloride, Chondroitin Sulfate, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.",91.0,4.5,122.0,,,,,,,,,,,,,,,,,,
199194,199194,30 pounds,Year-Round,N/A,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds",Dry Food,"No Corn No Wheat No Soy, Gluten Free, Sensitive Digestion, Grain-Free",Country Vet Naturals 28-16 Grain-Free Dog Food,"Chicken Meal, Whole Dried Peas, Whole Dried Potatoes, Tapioca, Chicken Fat (preserved with mixed tocopherols), Salmon Meal,  Natural Chicken Flavor, Salmon Oil, Dried Egg Product, Whole Flaxseeds, Whole Dried Sweet Potatoes, Monocalcium Phosphate, Dried Cranberries, Dried Blueberries, Dried Apples, Dried Carrots, Dried Spinach, Salt, Potassium Chloride, Choline Chloride, Dried Chicory Root, Yucca Schidigera Extract, Calcium Carbonate, Dried Aspergillus oryzae Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus plantarum Fermentation Product, Lecithin, Taurine, Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Ferrous Sulfate, Zinc Oxide, Calcium Pantothenate, Biotin, Copper Sulfate, Manganous Oxide, Sodium Selenite, Ethylenediamine Dihydroiodide, Thiamine Mononitrate, Zinc Methionine Complex, Manganese Methionine Complex, Copper Lysine Complex,  Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Cobalt Carbonate, Cobalt Glucoheptonate, Mixed Tocopherols (a source of Vitamin E) and Rosemary Extract.",89.0,4.3,27.0,,,,,,,,,,,,,,,,,,
94127,94127,4 pounds,N/A,N/A,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"No Corn No Wheat No Soy, Pea-Free, High-Protein, With Grain",Merrick Classic Healthy Grains Real Chicken + Brown Rice Recipe with Ancient Grains Adult Dry Dog Food,"Deboned Chicken, Chicken Meal, Brown Rice, Barley, Turkey Meal, Oatmeal, Chicken Fat, Quinoa, Salmon Meal, Natural Flavor, Flaxseed, Salt, Organic Dehydrated Alfalfa Meal, Potassium Chloride, Choline Chloride, Carrots, Apples, Sunflower Oil, Minerals (Iron Amino Acid Complex, Zinc Amino Acid Complex, Zinc Sulfate, Sodium Selenite, Manganese Amino Acid Complex, Copper Amino Acid Complex, Potassium Iodide, Cobalt Proteinate, Cobalt Carbonate), Taurine, Chia Seed, Yucca Schidigera Extract, Mixed Tocopherols For Freshness, Vitamins (Vitamin E Supplement, Vitamin B12 Supplement, Vitamin A Acetate, D-Calcium Pantothenate, Thiamine Mononitrate, Niacin, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid, Pyridoxine Hydrochloride), Citric Acid For Freshness, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product.",89.0,4.4,253.0,Natural,,,,,,,,,,,,,,,,,
94112,94112,4.4 pounds,N/A,United States,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Gluten Free, High-Protein, No Corn No Wheat No Soy, Pea-Free, Natural, With Grain, Premium",Nature's Logic Canine Turkey Meal Feast All Life Stages Dry Dog Food,"Turkey Meal, Millet, Turkey Fat (Preserved With Mixed Tocopherols), Pumpkin Seed, Yeast Culture, Spray Dried Pork Liver, Alfalfa Nutrient Concentrate, Montmorillonite Clay, Dried Kelp, Spray Dried Porcine Plasma, Dried Tomato, Almonds, Dried Chicory Root, Dried Carrot, Dried Apple, Menhaden Fish Meal, Dried Pumpkin, Dried Apricot, Dried Blueberry, Dried Spinach, Dried Broccoli, Dried Cranberry, Parsley, Dried Artichoke, Rosemary, Dried Mushroom, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Bifidobacterium Bifidium Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bacillus Coagulans Fermentation Product, Dried Pineapple Extract, Dried Aspergillus Niger Fermentation Extract, Dried Aspergillus Oryzae Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract.",89.0,4.1,81.0,Natural,,,,,,,,,,,,,,,,,
87492,87492,4 pounds,N/A,Various,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Weight Control, No Corn No Wheat No Soy, With Grain",Solid Gold Fit & Fabulous Low Fat/Low Calorie with Fresh Caught Alaskan Pollock Adult Dry Dog Food,"Pollock, Pollock Meal, Pea Fiber, Pearled Barley, Brown Rice, Peas, Oatmeal, Ocean Fish Meal, Chicken Fat (Preserved with Mixed Tocopherols), Natural Flavor, Dried Eggs, Carrots, Salt, Pumpkin, Ground Flaxseed, DL-Methionine, Potassium Chloride, Blueberries, Cranberries, Salmon Oil (Preserved with Mixed Tocopherols), Choline Chloride, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Biotin, Folic Acid), Minerals (Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Calcium Iodate), Dried Chicory Root, Taurine, Rosemary Extract, Dried Bacillus Coagulans Fermentation Product.",86.0,4.4,223.0,,,,,,,,,,,,,,,,,,
